2,2.364e-06,4.692e-06,3.82e-07
3,1.203e-06,9.317e-06,3.9e-07
4,1.865e-06,5.201e-06,3.52e-07
5,1.671e-06,8.088e-06,3.9e-07
6,1.342e-06,4.194e-06,3.76e-07
7,1.509e-06,7.421e-06,4.38e-07
8,1.785e-06,6.942e-06,4.8e-07
9,1.767e-06,7.908e-06,5.77e-07
10,2.488e-06,6.929e-06,7.05e-07
11,2.783e-06,7.727e-06,9.03e-07
12,2.795e-06,7.799e-06,9.95e-07
13,1.1143e-05,1.5671e-05,7.986e-06
14,3.89e-06,8.836e-06,1.35e-06
15,3.938e-06,8.712e-06,1.386e-06
16,1.7739e-05,2.1931e-05,1.5589e-05
17,1.2236e-05,1.6507e-05,8.935e-06
18,4.939e-06,9.897e-06,1.891e-06
19,5.632e-06,1.0416e-05,2.024e-06
20,5.616e-06,1.0285e-05,2.34e-06
21,6.75e-06,1.0939e-05,2.462e-06
22,6.662e-06,1.133e-05,2.52e-06
23,1.9618e-05,1.7307e-05,1.6563e-05
24,1.957e-05,2.4787e-05,1.6629e-05
25,7.595e-06,1.165e-05,3.433e-06
26,1.4002e-05,2.5995e-05,1.0346e-05
27,2.7705e-05,3.9431e-05,3.2355e-05
28,1.8039e-05,1.4414e-05,3.1598e-05
29,2.594e-05,6.497e-06,3.644e-06
30,4.846e-06,8.52e-06,5.581e-06
31,9.426e-06,8.488e-06,7.741e-06
32,2.992e-06,3.909e-06,1.663e-06
33,1.3811e-05,1.8483e-05,1.5994e-05
34,5.109e-06,8.236e-06,3.944e-06
35,9.243e-06,1.0577e-05,8.005e-06
36,1.0154e-05,1.3411e-05,1.061e-05
37,1.6773e-05,1.4974e-05,1.4325e-05
38,3.563e-06,4.787e-06,2.264e-06
39,8.005e-06,9.052e-06,6.517e-06
40,4.9633e-05,1.2039e-05,9.783e-06
41,1.0464e-05,1.1599e-05,1.3748e-05
42,2.98e-05,1.8117e-05,2.7586e-05
43,9.384e-06,1.354e-05,7.466e-06
44,3.4279e-05,2.2803e-05,1.7774e-05
45,4.329e-06,5.459e-06,3.502e-06
46,4.439e-06,4.883e-06,2.949e-06
47,1.5745e-05,1.441e-05,1.2643e-05
48,1.5617e-05,2.4978e-05,2.1e-05
49,2.6433e-05,3.1497e-05,4.5143e-05
50,1.0422e-05,8.89e-06,9.301e-06
51,1.4226e-05,1.9929e-05,2.6482e-05
52,9.688e-06,9.041e-06,7.837e-06
53,1.8489e-05,1.8916e-05,2.0665e-05
54,1.9996e-05,2.306e-05,2.9508e-05
55,2.2563e-05,1.9019e-05,2.6484e-05
56,8.613e-06,7.087e-06,7.921e-06
57,3.3075e-05,3.2283e-05,4.4821e-05
58,7.506e-06,8.607e-06,6.992e-06
59,2.702e-05,2.6219e-05,2.9432e-05
60,1.9784e-05,1.9599e-05,1.8252e-05
61,1.7272e-05,2.5963e-05,3.5113e-05
62,8.705e-06,8.637e-06,8.8348e-05
63,3.8359e-05,3.2814e-05,3.7383e-05
64,6.239e-06,6.635e-06,5.5e-06
65,1.8716e-05,2.1807e-05,2.4487e-05
66,3.1744e-05,4.0153e-05,8.1623e-05
67,2.3947e-05,2.8057e-05,2.9566e-05
68,8.747e-06,1.2914e-05,1.1113e-05
69,2.6372e-05,2.5998e-05,3.0493e-05
70,2.6597e-05,2.4455e-05,2.9223e-05
71,3.31e-05,2.9351e-05,4.9932e-05
72,3.9762e-05,4.6125e-05,5.8422e-05
73,2.8843e-05,2.5949e-05,2.9922e-05
74,1.7771e-05,1.5428e-05,2.2134e-05
75,2.1882e-05,1.954e-05,3.8952e-05
76,4.2604e-05,4.181e-05,6.8896e-05
77,5.2054e-05,0.000131598,7.3964e-05
78,5.3333e-05,4.6231e-05,6.5011e-05
79,3.1384e-05,3.1566e-05,4.5641e-05
80,0.00926989,6.6541e-05,7.5103e-05
81,4.0742e-05,4.9319e-05,7.8932e-05
82,3.1816e-05,4.249e-05,4.6395e-05
83,3.9341e-05,2.281e-05,6.2627e-05
84,3.7514e-05,3.0704e-05,4.1501e-05
85,5.0663e-05,3.2668e-05,4.5921e-05
86,2.6562e-05,0.0070202,3.9141e-05
87,3.1027e-05,3.6001e-05,4.7476e-05
88,8.1283e-05,6.7915e-05,8.8244e-05
89,6.5497e-05,7.3556e-05,9.5445e-05
90,1.3877e-05,9.32e-06,1.5391e-05
91,5.2762e-05,6.0138e-05,9.6735e-05
92,1.9872e-05,2.6322e-05,3.6749e-05
93,3.965e-05,4.0023e-05,5.009e-05
94,9.238e-06,1.1358e-05,1.0939e-05
95,7.2105e-05,5.3139e-05,0.000108193
96,9.9783e-05,5.6525e-05,0.0001042
97,5.7549e-05,9.0793e-05,7.3278e-05
98,6.5819e-05,4.9974e-05,0.000100122
99,4.4696e-05,6.6075e-05,7.585e-05
100,8.2291e-05,7.9784e-05,0.000153317
