100,0.000234963,0.000185168,0.000312892
100,4.642e-05,4.5718e-05,5.62e-05
100,5.2693e-05,5.712e-05,8.5366e-05
100,0.00014818,0.000151382,0.000216577
100,5.3106e-05,5.0011e-05,7.5889e-05
100,2.4761e-05,3.5882e-05,4.0199e-05
100,0.00010416,7.1931e-05,0.000149948
100,7.3791e-05,0.000110317,9.8672e-05
100,2.9364e-05,2.2375e-05,5.3876e-05
100,3.1616e-05,1.1831e-05,1.5201e-05
100,2.6886e-05,5.5259e-05,6.153e-05
100,2.7223e-05,2.4067e-05,7.1597e-05
100,5.6196e-05,2.2817e-05,6.086e-05
100,7.096e-05,8.6966e-05,0.000131191
100,4.3485e-05,2.4362e-05,4.4833e-05
100,0.00010507,8.0749e-05,0.00012537
100,7.014e-05,8.0345e-05,0.000119199
100,2.8756e-05,1.9252e-05,2.7775e-05
100,3.3514e-05,2.9691e-05,5.2541e-05
100,7.7249e-05,6.0441e-05,9.6995e-05
100,6.3144e-05,5.2141e-05,0.000104355
100,5.7471e-05,8.3389e-05,9.0116e-05
100,7.8358e-05,6.3166e-05,0.000120808
100,5.9352e-05,4.9686e-05,6.7054e-05
100,1.3e-05,1.4887e-05,1.6353e-05
100,5.3483e-05,3.6709e-05,6.8434e-05
100,2.1092e-05,1.8655e-05,2.9251e-05
100,1.6378e-05,1.263e-05,1.9527e-05
100,6.1382e-05,6.3184e-05,0.000105948
100,3.3455e-05,4.8065e-05,5.2997e-05
100,7.8133e-05,0.00939413,0.000111644
100,4.7347e-05,5.785e-05,0.000151613
100,8.9067e-05,0.000118745,0.000112729
100,6.9067e-05,6.7363e-05,0.00508485
100,6.6354e-05,6.1683e-05,9.5268e-05
100,8.2115e-05,7.0205e-05,9.7322e-05
100,1.585e-05,8.967e-06,4.5468e-05
100,4.024e-05,6.8744e-05,5.2671e-05
100,4.6141e-05,3.9694e-05,5.0451e-05
100,7.1821e-05,9.4322e-05,0.000125345
100,3.9899e-05,3.9508e-05,6.1785e-05
100,8.2257e-05,7.0787e-05,0.000100356
100,3.8742e-05,3.9458e-05,9.4669e-05
100,5.7672e-05,4.9796e-05,7.5777e-05
100,7.1266e-05,8.0239e-05,0.000136308
100,1.8369e-05,1.9577e-05,2.5419e-05
100,2.8963e-05,2.8317e-05,4.7927e-05
100,2.666e-05,2.6031e-05,4.3646e-05
100,2.2299e-05,1.9884e-05,2.9496e-05
100,4.6056e-05,3.7968e-05,6.4041e-05
100,3.2057e-05,6.9142e-05,5.7621e-05
100,7.6184e-05,6.8975e-05,0.000118768
100,1.9343e-05,2.0111e-05,1.9966e-05
100,2.8416e-05,1.9929e-05,3.1767e-05
100,1.5525e-05,1.6477e-05,2.2559e-05
100,9.147e-06,8.845e-06,1.222e-05
100,6.619e-05,5.0486e-05,0.000101252
100,6.0742e-05,0.00349458,0.000157574
100,8.7761e-05,4.2787e-05,8.747e-05
100,4.9876e-05,2.7707e-05,4.2978e-05
100,6.7317e-05,7.3377e-05,0.000104652
100,7.4531e-05,7.3857e-05,0.000111757
100,4.2503e-05,4.1552e-05,6.108e-05
100,3.6082e-05,4.1432e-05,4.8024e-05
100,3.6662e-05,3.4255e-05,4.6573e-05
100,1.5887e-05,1.4673e-05,1.7509e-05
100,6.481e-05,6.983e-05,0.000172489
100,3.5552e-05,3.4293e-05,4.9399e-05
100,8.2121e-05,0.000112613,0.000114084
100,2.9577e-05,2.6755e-05,3.7418e-05
100,3.0201e-05,2.567e-05,4.9834e-05
100,6.1062e-05,6.412e-05,0.000125079
100,9.799e-05,5.3019e-05,9.6811e-05
100,7.5979e-05,8.3068e-05,0.000114583
100,3.9627e-05,2.7504e-05,4.6474e-05
100,4.6809e-05,2.9772e-05,9.1647e-05
100,3.9164e-05,3.628e-05,0.000151123
100,7.7317e-05,5.5105e-05,0.000115284
100,2.5554e-05,4.2231e-05,3.1289e-05
100,3.141e-05,4.0721e-05,4.6486e-05
100,9.9383e-05,0.000102508,0.000195484
100,2.7322e-05,2.8865e-05,5.1862e-05
100,5.8084e-05,6.9913e-05,9.5902e-05
100,2.9106e-05,2.7312e-05,3.4086e-05
100,4.1409e-05,3.9006e-05,5.7504e-05
100,1.324e-05,1.0994e-05,1.7048e-05
100,6.0101e-05,5.3295e-05,7.7849e-05
100,4.7859e-05,4.7335e-05,8.0665e-05
100,3.694e-05,7.3329e-05,0.000124062
100,1.1157e-05,1.0063e-05,1.2847e-05
100,5.2033e-05,4.8865e-05,0.0115933
100,8.4713e-05,8.0341e-05,0.00014954
100,3.3228e-05,4.7599e-05,4.0859e-05
100,1.7053e-05,1.5314e-05,2.0693e-05
100,3.9541e-05,2.5614e-05,6.7504e-05
100,7.0419e-05,4.7155e-05,7.202e-05
100,2.9441e-05,3.2499e-05,5.4753e-05
100,2.9155e-05,3.0919e-05,3.9789e-05
100,2.7969e-05,2.9162e-05,4.8246e-05
100,0.000100481,0.00494896,0.000178383
